,title,budget,id,original_language,popularity,revenue,vote_average,vote_count,nsfw_score
3134,Scent of a Woman,31000000,9475,en,14.505987,134095253.0,7.3,763.0,0.00116394332144
3135,Wayne's World,20000000,8872,en,10.180776,121697323.0,6.5,738.0,0.000194154461497
3137,A League of Their Own,40000000,11287,en,10.852038,107458785.0,6.8,362.0,0.0905360355973
3138,Patriot Games,45000000,9869,en,11.075674,178051587.0,6.4,440.0,0.00462388107553
3139,The Bodyguard,25000000,619,en,9.805017,411006740.0,6.2,681.0,0.0081662684679
3140,Death Becomes Her,55000000,9374,en,11.017417,149022650.0,6.3,655.0,0.000654815754388
3141,Far and Away,60000000,11259,en,7.472753,137783840.0,6.3,294.0,0.00225058989599
3144,Twin Peaks: Fire Walk with Me,10000000,1923,en,8.736538,4160851.0,7.3,429.0,0.201128706336
3146,Buffy the Vampire Slayer,7000000,10206,en,4.941989,16624456.0,5.3,192.0,0.373391956091
3149,El Mariachi,220000,9367,es,9.972591,2040920.0,6.6,243.0,0.00134391977917
3154,Bad Lieutenant,1000000,12143,en,6.417037,2019469.0,6.9,162.0,0.0305255651474
3155,Scream 3,40000000,4234,en,9.738371,161834276.0,5.7,749.0,0.000372219074052
3156,Single White Female,16000000,9605,en,7.246119,48017402.0,6.0,139.0,0.0167280063033
3157,The Boondock Saints,6000000,8374,en,12.457908,30471.0,7.2,848.0,0.056374553591
3158,Gun Shy,10000000,29076,en,6.370105,1631839.0,5.4,24.0,0.024791393429
3167,The Beach,40000000,1907,en,14.430311,144056873.0,6.3,1271.0,0.0809966772795
3169,The Tigger Movie,30000000,15655,en,7.023414,45554533.0,6.3,146.0,0.13070589304
3173,Trois,200000,77908,en,0.06431,1160268.0,4.5,1.0,0.0553053431213
3180,Boiler Room,26000000,14181,en,8.518425,28780255.0,6.5,202.0,0.000551115139388
3181,Hanging Up,40000000,10385,en,6.474767,36037909.0,5.0,42.0,0.005264706444
3182,Pitch Black,23000000,2787,en,6.424399,53187659.0,6.7,1812.0,0.0333591923118
3183,The Whole Nine Yards,41300000,2069,en,12.061521,106371651.0,6.3,540.0,0.00225587491877
3189,City Lights,1500000,901,en,10.891524,19181.0,8.2,444.0,0.0370361804962
3192,The Kid,250000,10098,en,8.168456,2500000.0,8.0,404.0,0.0122931478545
3198,Reindeer Games,42000000,2155,en,12.11759,32168970.0,5.3,175.0,0.000761512317695
3204,3 Strikes,6000000,47816,en,0.651625,9000000.0,5.9,15.0,0.00734765548259
3206,Drowning Mona,16000000,25166,en,4.372616,15427192.0,5.4,43.0,0.00200972124003
3207,The Next Best Thing,25000000,1831,en,2.971999,24362772.0,4.3,29.0,0.0163877829909
3209,Beyond the Mat,2053648,14271,en,2.691433,500000.0,7.8,17.0,0.00203969934955
3224,Birdy,12000000,11296,en,16.243093,1400000.0,6.9,112.0,0.0124325938523
3226,Blood Feast,24500,28172,en,1.783412,4000000.0,5.3,26.0,0.0359715297818
3236,Mission to Mars,90000000,2067,en,9.021107,60874615.0,5.7,374.0,0.0216708034277
3237,The Ninth Gate,38000000,622,en,11.316349,58401898.0,6.3,768.0,0.000967945437878
3241,Breaking Away,2300000,20283,en,4.806374,20000000.0,7.4,80.0,0.00180609023664
3242,Hoosiers,9000000,5693,en,6.484495,28607524.0,7.1,143.0,0.00137808034196
3243,Bull Durham,7000000,287,en,6.924072,50888000.0,6.6,154.0,0.000372352165869
3244,Dog Day Afternoon,1800000,968,en,7.530126,46665856.0,7.6,685.0,0.00743863964453
3245,American Graffiti,777000,838,en,9.188584,140000000.0,6.9,330.0,0.00450791371986
3267,JFK,40000000,820,en,13.813146,205405498.0,7.5,513.0,0.0294866804034
3275,Blind Date,18000000,918,en,6.696292,39321715.0,5.6,115.0,0.00252016284503
3276,Nadine,12000000,61178,en,7.569698,5669831.0,5.5,21.0,0.00436599366367
3285,Titanic,1805000,16535,en,12.90707,4905000.0,6.2,27.0,0.00709820212796
3289,Erin Brockovich,52000000,462,en,10.135446,256271286.0,7.1,730.0,0.0411031506956
3290,Final Destination,23000000,9532,en,14.961416,53302314.0,6.4,1416.0,0.00866733677685
3298,Thelma & Louise,16000000,1541,en,14.785388,45361000.0,7.2,766.0,0.00234657921828
3301,Animal House,2700000,8469,en,7.525382,141000000.0,7.0,420.0,0.0124817211181
3304,Do the Right Thing,6500000,925,en,10.465403,37295445.0,7.6,301.0,0.00280692917295
3305,Mo' Better Blues,10000000,41823,en,2.715137,16153593.0,6.3,48.0,0.0521836206317
3306,Jungle Fever,14000000,1713,en,7.701918,32482682.0,6.0,71.0,0.078882843256
3310,Death Wish,3000000,13939,en,12.968011,22000000.0,7.0,165.0,0.000219858804485
3311,Death Wish 2,2000000,14373,en,7.965003,45000000.0,6.1,74.0,0.0319366157055
3312,Death Wish 3,9000000,24873,en,12.829904,16945171.0,6.1,68.0,0.00495401630178
3314,Death Wish 5: The Face of Death,5000000,34746,en,3.595599,1702394.0,5.0,46.0,0.020078279078
3315,Double Indemnity,927262,996,en,6.49432,2500000.0,8.0,425.0,0.0233277492225
3317,Cool as Ice,6000000,1496,en,2.329486,1193062.0,4.7,27.0,0.00524553284049
3318,Teenage Mutant Ninja Turtles,13500000,1498,en,13.184585,202000000.0,6.5,486.0,7.33995111659e-05
3319,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,25000000,1497,en,7.994266,78000000.0,5.8,290.0,0.00130601832643
3320,Teenage Mutant Ninja Turtles III,21000000,1499,en,8.13688,42000000.0,5.1,189.0,0.00347466254607
3321,Red Dawn,4200000,1880,en,8.233168,38376497.0,6.4,217.0,0.000511472113431
3322,Band of the Hand,8700000,33762,en,4.397712,4865912.0,6.9,14.0,5.13097365911e-05
3324,Bloodsport,1500000,11690,en,8.822276,11806119.0,6.6,370.0,0.0873538479209
3325,Eyes of Laura Mars,7000000,29143,en,3.705714,20000000.0,5.7,46.0,0.00144453300163
3328,"Good Morning, Vietnam",13000000,801,en,9.023282,123922370.0,7.1,658.0,0.0459305942059
3331,Guess Who's Coming to Dinner,4000000,1879,en,5.032469,56666667.0,7.6,174.0,0.0504032038152
3332,Romeo Must Die,25000000,2085,en,8.369176,91036760.0,6.0,334.0,0.013411058113
3334,Whatever It Takes,15000000,16222,en,3.550711,9902115.0,5.1,38.0,0.00324003538117
3337,Waking the Dead,8500000,37722,en,1.241671,327418.0,6.5,22.0,0.0550419837236
3342,Modern Times,1,3082,en,8.159556,8500000.0,8.1,881.0,0.0219845063984
3347,Hud,2500000,24748,en,4.526285,10000000.0,7.4,69.0,0.00205002934672
3348,The Hustler,2000000,990,en,9.333533,7600000.0,7.6,243.0,0.00854476727545
3351,Close Encounters of the Third Kind,20000000,840,en,10.610446,303788635.0,7.2,1122.0,0.00238684820943
3356,Jacob's Ladder,25000000,2291,en,8.176863,25965144.0,7.3,376.0,0.0409060642123
3358,La Bamba,6500000,16620,en,6.476534,54215416.0,6.8,120.0,0.0239900648594
3359,Ladyhawke,20000000,526,en,8.157587,18432000.0,6.8,264.0,0.00690317060798
3360,Lucas,6000000,13346,en,4.57535,8200000.0,6.4,53.0,0.00173995643854
3361,High Fidelity,30000000,243,en,8.524956,47126295.0,7.0,636.0,0.00132275524084
3362,The Road to El Dorado,95000000,10501,en,8.755188,76432727.0,7.0,892.0,0.0177968852222
3363,The Skulls,15000000,11478,en,11.363754,35007180.0,5.7,160.0,0.00150402099825
3366,El Dorado,4653000,6644,en,7.070669,6000000.0,7.2,96.0,0.00415457598865
3368,Hook,70000000,879,en,14.508137,300854823.0,6.7,1563.0,0.0289439391345
3377,Midnight Express,2300000,11327,en,7.186048,35000000.0,7.6,309.0,0.0363121181726
3378,Misery,20000000,1700,en,15.020845,61276872.0,7.6,1085.0,0.00386091298424
3379,Mr. Saturday Night,43000000,54087,en,0.987196,13300000.0,5.2,17.0,0.0044109611772
3380,Murphy's Romance,13000000,34322,en,1.46034,30867525.0,5.7,14.0,0.00761896371841
3383,Network,3800000,10774,en,13.180457,23689877.0,7.8,391.0,0.000510944693815
3384,No Way Out,15000000,10083,en,11.457803,35509515.0,6.9,155.0,0.00933859031647
3387,The Outlaw Josey Wales,3700000,10747,en,5.849522,31800000.0,7.4,303.0,0.00480206916109
3388,Black and White,10000000,38809,en,1.191035,5241315.0,4.6,20.0,0.263361215591
3389,Frequency,31000000,10559,en,10.163266,68106245.0,7.0,473.0,0.00732106948271
3390,Ready to Rumble,24000000,20697,en,3.69298,12372410.0,4.7,51.0,0.0310274977237
3391,Return to Me,24000000,2621,en,5.269733,36609995.0,6.1,68.0,0.0157302059233
3392,Rules of Engagement,60000000,10479,en,10.278274,71000000.0,6.0,178.0,0.000525018083863
3398,Force 10 from Navarone,5000000,17339,en,5.05047,7230000.0,6.4,94.0,0.000887768575922
3403,Arthur,7000000,13665,en,14.911301,95461682.0,6.5,125.0,0.0033827831503
3404,Bachelor Party,6000000,12309,en,5.511756,38435947.0,5.8,156.0,0.0160179305822
3406,Predator,18000000,106,en,18.495694,98235548.0,7.3,2129.0,0.0400770865381
3407,The Prince of Tides,30000000,10333,en,2.960942,74787599.0,5.9,57.0,0.216713532805
3413,American Psycho,7000000,1359,en,13.686715,34266564.0,7.3,2128.0,0.00551419844851
3414,Keeping the Faith,30000000,4967,en,6.045585,37036004.0,5.9,161.0,6.28749912721e-05
3416,East Is East,3800000,10557,en,5.138367,28200000.0,6.5,60.0,0.00535147311166
3429,Marathon Man,6500000,10518,en,6.006812,21709020.0,7.2,227.0,0.00236555212177
3430,Caddyshack,6000000,11977,en,10.451986,39846344.0,6.7,370.0,0.0162812341005
3431,Gossip,14000000,18041,en,8.25719,5108820.0,5.6,70.0,0.052263699472
3432,Love & Basketball,20000000,14736,en,5.733227,27728118.0,7.5,93.0,0.0845772027969
3433,U-571,62000000,3536,en,7.879924,127666415.0,6.1,345.0,0.0269674025476
3434,The Virgin Suicides,6000000,1443,en,10.505387,10409377.0,7.1,841.0,0.183090642095
3435,Jennifer Eight,20000000,10424,en,4.620936,11390479.0,5.8,74.0,0.00319472351111
3442,The Flintstones in Viva Rock Vegas,83000000,889,en,6.053595,59468275.0,4.4,140.0,0.0172206349671
3443,Where the Heart Is,15000000,10564,en,5.833133,33771174.0,6.9,159.0,0.028029313311
3444,The Big Kahuna,7000000,15723,en,4.896026,3728888.0,6.8,91.0,0.00634326599538
3447,The Idiots,2500000,452,da,9.174221,7235.0,6.7,107.0,0.246351197362
3450,Carnosaur,1000000,39283,fr,0.293373,1753979.0,3.9,21.0,0.052883002907
3456,Gladiator,103000000,98,en,23.186667,457640427.0,7.9,5566.0,0.00446517765522
3459,Human Traffic,600000,11129,en,4.988283,4000000.0,6.8,98.0,0.00396040407941
3468,The Lords of Flatbush,160000,38925,en,1.391503,4000000.0,5.7,18.0,0.00494840601459
3471,Battlefield Earth,44000000,5491,en,5.276926,21400000.0,3.0,259.0,0.012389594689
3472,Center Stage,18000000,10560,en,10.491734,17200925.0,6.8,95.0,0.00361255998723
3476,Hamlet,2000000,10688,en,12.896203,1568749.0,6.0,35.0,0.000706076796632
3486,Pee-wee's Big Adventure,6000000,5683,en,11.461437,40940662.0,6.6,239.0,0.00374776823446
3493,Dinosaur,127500000,10567,en,9.998415,354248063.0,6.2,563.0,0.00505776377395
3495,Road Trip,16000000,9285,en,8.00158,119754278.0,5.9,550.0,0.101474866271
3497,The Hollywood Knights,2500000,21879,en,2.599219,10000000.0,6.4,18.0,0.0050006066449
3498,The Myth Of Fingerprints,2000000,98502,en,0.228526,458815.0,3.4,5.0,0.283077180386
3501,Mission: Impossible II,125000000,955,en,18.97178,546388105.0,5.9,1966.0,0.0175517722964
3502,Shanghai Noon,55000000,8584,en,10.308442,56932305.0,6.2,756.0,0.117986090481
3507,The Gold Rush,923000,962,en,6.202041,2500000.0,7.7,308.0,0.00244630826637
3511,On Her Majesty's Secret Service,6500000,668,en,9.356264,81974493.0,6.5,464.0,0.000792298174929
3513,The Spy Who Loved Me,14000000,691,en,9.781451,185438673.0,6.6,515.0,0.00632894644514
3516,Moonraker,34000000,698,en,10.576273,210308099.0,5.9,551.0,0.0203237291425
3517,The Man with the Golden Gun,7000000,682,en,12.127492,97572000.0,6.4,533.0,0.00419298978522
3524,Big Momma's House,30000000,9600,en,7.978985,173959438.0,5.6,514.0,0.0857796743512
3527,American Gigolo,4800000,2768,en,11.53267,22743674.0,5.9,137.0,0.0255631580949
3532,The Guns of Navarone,6000000,10911,en,8.522673,28900000.0,7.3,191.0,0.00416406849399
3547,Stay Tuned,25000000,23939,en,13.72021,10736401.0,6.0,51.0,0.00168133864645
3549,Blazing Saddles,2600000,11072,en,13.233262,119500000.0,7.2,619.0,0.0368518307805
3554,Eraserhead,10000,985,en,7.871001,7000000.0,7.5,500.0,0.00190801720601
3559,For a Few Dollars More,600000,938,it,13.295342,15000000.0,7.8,988.0,0.0107216807082
3564,Flatliners,26000000,1551,en,11.890138,61489265.0,6.3,413.0,0.00141494325362
3566,Porky's,4000000,10246,en,12.650546,125728258.0,6.1,185.0,0.145190864801
3567,Porky's II: The Next Day,6500000,19698,en,5.269838,33759266.0,5.2,61.0,0.00315802707337
3568,Porky's 3: Revenge,9000000,23919,en,3.208108,20518905.0,5.0,48.0,0.134619116783
3575,Predator 2,35000000,169,en,11.736241,57120318.0,6.0,743.0,0.0300448294729
3576,The Running Man,27000000,865,en,9.389976,38122105.0,6.4,713.0,0.00502527784556
3577,Starman,22000000,9663,en,9.763928,28744356.0,6.6,219.0,0.0020051014144
3579,Alien Nation,16000000,10128,en,15.133316,32155047.0,5.9,81.0,0.00396077241749
3580,Mad Max,400000,9659,en,11.412619,100000000.0,6.6,1235.0,0.0168059635907
3581,Mad Max 2: The Road Warrior,2000000,8810,en,11.189831,24600832.0,7.3,981.0,0.0173757616431
3582,Mad Max Beyond Thunderdome,12305523,9355,en,12.689648,36230219.0,5.9,765.0,0.00863504596055
3584,Angel Heart,17000000,635,en,7.290872,17185632.0,7.0,326.0,0.00177036621608
3585,Nine 1/2 Weeks,17000000,10068,en,6.706262,6735922.0,5.8,183.0,0.282337337732
3586,Firestarter,15000000,11495,en,7.048087,17080167.0,5.9,174.0,0.0049971989356
3588,Action Jackson,7000000,10117,en,14.054862,20256975.0,4.9,51.0,0.00103264022619
3595,Gone in Sixty Seconds,90000000,9679,en,14.091765,237202299.0,6.1,1511.0,0.00105130078737
3597,Love's Labour's Lost,13000000,51333,en,5.867426,299792.0,5.4,14.0,0.283506512642
3607,Shaft,4000000,482,en,3.73688,12121618.0,6.5,68.0,0.0159263480455
3608,The Conversation,1600000,592,en,13.245638,4420000.0,7.5,377.0,0.00162969832309
3610,The Fury,5500000,12611,en,11.844029,24000000.0,6.2,73.0,0.000469148013508
3613,Serpico,3000000,9040,en,12.842165,29800000.0,7.5,429.0,0.00978900492191
3614,Ace in the Hole,1821052,25364,en,11.046411,1300000.0,7.9,128.0,0.0208297278732
3616,The Sugarland Express,3000000,5121,en,4.506948,12800000.0,6.4,70.0,0.0313983783126
3618,Big Trouble in Little China,25000000,6978,en,11.109932,11000000.0,7.1,727.0,0.255270272493
3621,Boys and Girls,16000000,10571,en,10.070988,20627372.0,5.4,107.0,0.031687065959
3622,Shaft,46000000,479,en,7.420019,107196498.0,5.5,316.0,0.0259892772883
3623,Titan A.E.,75000000,7450,en,7.515631,36754634.0,6.3,320.0,0.0093425931409
3624,Butterfly,3000000,31023,es,2.753674,6000000.0,7.2,44.0,0.00158522545826
3629,Chicken Run,45000000,7443,en,11.834245,224834564.0,6.5,1190.0,0.00129310390912
3630,"Me, Myself & Irene",51000000,2123,en,9.95456,149270999.0,6.1,956.0,0.000858201994561
3631,The Patriot,110000000,2024,en,15.960788,215294342.0,6.8,1130.0,0.00361514580436
3632,The Adventures of Rocky & Bullwinkle,76000000,17711,en,11.880936,35134820.0,3.9,89.0,8.70317380759e-05
3633,The Perfect Storm,120000000,2133,en,18.911961,325756637.0,6.2,609.0,0.00263995490968
3644,Missing in Action,1500000,15379,en,6.241185,22812411.0,5.2,107.0,0.0122314374894
3645,Missing in Action 2: The Beginning,2410000,12764,en,9.110348,10755447.0,5.0,65.0,0.0830626189709
3651,House Party,2500000,16094,en,2.291511,26386000.0,6.1,52.0,0.00346998637542
3659,Shaft in Africa,2142000,494,en,1.424722,1458000.0,5.4,6.0,0.0601969473064
3660,Shaft's Big Score!,1978000,493,en,0.760855,10000000.0,6.1,7.0,0.000125601683976
3662,The Kid,65000000,4244,en,15.045725,69700000.0,6.0,242.0,0.00079336570343
3663,Scary Movie,19000000,4247,en,12.446738,278019771.0,6.0,1468.0,0.000605518231168
3664,But I'm a Cheerleader,1200000,20770,en,4.928139,2600000.0,6.5,101.0,0.0487148314714
3669,Footloose,8200000,1788,en,10.403992,80035402.0,6.4,525.0,0.0416600368917
3670,Duel in the Sun,6000000,32275,en,8.441279,20400000.0,6.2,38.0,0.0756525173783
3671,X-Men,75000000,36657,en,0.954467,296339527.0,6.8,4172.0,0.00102893123403
3675,The In Crowd,15000000,36047,en,1.991904,5217498.0,4.7,15.0,0.0482589192688
3676,What Lies Beneath,100000000,2655,en,9.500497,155464351.0,6.3,504.0,0.00188282923773
3677,Pokémon: The Movie 2000,30000000,12599,ja,7.554848,133949270.0,6.4,201.0,0.00158979941625
3685,Sinbad and the Eye of the Tiger,3500000,11940,en,3.502655,16000000.0,6.3,39.0,0.0137918740511
3687,What About Bob?,35000000,10276,en,11.787942,63710000.0,6.7,265.0,0.0081679886207
3690,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,2000000,11624,en,5.378481,18016290.0,6.6,218.0,0.00431392155588
3692,Love and Death,3000000,11686,en,5.165666,20173742.0,7.5,176.0,0.0296255424619
3698,Nutty Professor II: The Klumps,84000000,12107,en,6.671316,123307945.0,4.7,338.0,0.00683897873387
3702,Coyote Ugly,45000000,6282,en,15.650836,113916474.0,5.8,590.0,0.0355006307364
3703,Hollow Man,95000000,9383,en,7.912103,190213455.0,5.6,645.0,0.052194327116
3704,Space Cowboys,65000000,5551,en,7.45761,128884132.0,6.3,407.0,0.0249435938895
3708,Saving Grace,10000000,2360,en,5.13955,26330482.0,6.3,115.0,0.000547606381588
3712,The Crush,6000000,33408,en,8.976337,13609396.0,5.5,65.0,0.0529885478318
3713,Kelly's Heroes,4000000,11589,en,8.418662,5200000.0,7.2,191.0,0.0154211344197
3714,Phantasm II,3000000,15158,en,8.733192,7282851.0,6.3,97.0,0.0168768949807
3717,Pumpkinhead,3500000,26515,en,11.841506,4385516.0,5.9,108.0,0.0197800807655
3724,Silent Fall,30000000,39473,en,3.034244,3180674.0,5.2,12.0,0.0104635348544
3739,The Cell,33000000,8843,en,13.234894,104155843.0,6.0,442.0,0.00430321507156
3740,Godzilla 2000,1000000,10643,ja,2.80298,10037390.0,5.9,44.0,0.00123445747886
3744,The Naked Gun: From the Files of Police Squad!,12000000,37136,en,15.698222,78756177.0,7.1,1020.0,0.00820838101208
3745,The Naked Gun 2½: The Smell of Fear,23000000,37137,en,9.794569,86930411.0,6.6,556.0,0.00115675874986
3747,Shane,3100000,3110,en,6.63816,20000000.0,7.3,143.0,0.00845711864531
3753,Supergirl,35000000,9651,en,11.932675,14296438.0,4.7,108.0,0.00138797063846
3755,The Art of War,40000000,11398,en,9.800232,30199105.0,5.6,136.0,0.000879655592144
3758,Bring It On,28000000,1588,en,6.402888,90449929.0,5.8,574.0,0.100755512714
3765,Highlander: Endgame,25000000,12211,en,11.430964,15843608.0,4.4,107.0,0.00553442677483
3772,The Way of the Gun,8500000,1619,en,6.03633,19125401.0,6.4,106.0,0.000393419526517
3773,Almost Famous,60000000,786,en,9.086699,47383689.0,7.4,807.0,0.401865005493
3782,Under Suspicion,25000000,10562,en,11.839267,260562.0,6.4,104.0,0.000734263507184
3784,Urban Legends: Final Cut,14000000,12212,en,12.243528,38574362.0,4.4,102.0,0.00106493534986
3786,Dancer in the Dark,12800000,16,en,10.684806,40031879.0,7.7,392.0,0.00839170720428
3790,The Broken Hearts Club: A Romantic Comedy,1000000,22597,en,1.795849,1744858.0,6.3,26.0,0.000789388548583
3792,Remember the Titans,30000000,10637,en,6.587726,136706683.0,7.4,835.0,0.10490809381
3793,Hellraiser,1000000,9003,en,10.81305,14564027.0,6.9,464.0,0.00105495576281
3794,Hellbound: Hellraiser II,3000000,9064,en,8.541732,12090735.0,6.3,227.0,0.00246007740498
3795,Hellraiser III: Hell on Earth,5000000,11569,en,6.546551,12534961.0,5.3,160.0,0.00069035065826
3802,Voyage to the Bottom of the Sea,1580000,2160,en,3.013584,7000000.0,5.4,35.0,0.00333662470803
3803,Fantastic Voyage,5115000,2161,en,12.53841,12000000.0,6.7,108.0,0.0153202889487
3821,Get Carter,63600000,10461,en,6.047757,19412993.0,4.8,147.0,0.007097852882
3823,Meet the Parents,55000000,1597,en,14.178281,330444045.0,6.6,1743.0,0.00805983692408
3824,Requiem for a Dream,4500000,641,en,6.874828,7390108.0,7.9,2525.0,0.00119166704826
3830,The Ladies Man,24000000,16888,en,3.755409,13700000.0,5.7,35.0,0.000746469129808
3836,Ghoulies,1000000,18498,en,4.734765,35000000.0,4.2,58.0,0.0420574396849
3842,Billy Elliot,5000000,71,en,12.158424,110000000.0,7.4,774.0,0.00112852989696
3843,Bedazzled,48000000,1636,en,8.781588,90383208.0,5.6,526.0,0.193949043751
3844,Pay It Forward,40000000,10647,en,10.479723,55707411.0,7.0,447.0,0.00569583615288
3849,The Little Vampire,22000000,24100,en,9.41834,13555988.0,6.0,79.0,0.00346054136753
3852,Charlie's Angels,92000000,4327,en,9.774985,264105545.0,5.6,1253.0,0.0087461899966
3853,The Legend of Bagger Vance,80000000,4958,en,9.034884,39459427.0,6.4,259.0,8.22867586976e-05
3855,Men of Honor,32000000,11978,en,7.177649,48814909.0,7.0,556.0,0.00223554903641
3856,Red Planet,80000000,8870,en,8.534176,33463969.0,5.4,271.0,0.0566302873194
3859,Diamonds Are Forever,7200000,681,en,12.00491,116019547.0,6.3,562.0,0.00151089404244
3861,The 6th Day,82000000,8452,en,8.41311,96085477.0,5.7,603.0,0.000264235597569
3862,Bounce,35000000,10862,en,13.349518,36779296.0,5.5,120.0,0.00125867116731
3863,How the Grinch Stole Christmas,123000000,8871,en,11.642462,345141403.0,6.2,1440.0,0.000288805749733
